EmployeeNumber,DepartmentID,SatisfactionID,Attrition,AttritionFlag,OverTime,OvertimeRisk,YearsAtCompany,TenureCategory,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,BusinessTravel,JobLevel,JobInvolvement,AttritionRiskScore,RetentionSegment
1900,9,62,No,0,No,Low Risk,22,Long Tenure,24,17,4,7,3,3,3,Travel_Frequently,4,3,1,Safe
1903,5,126,No,0,No,Low Risk,2,New Employee,10,0,2,2,2,5,3,Travel_Rarely,2,4,0,Safe
1905,2,121,Yes,1,Yes,High Risk,5,Mid Tenure,5,2,3,0,1,2,4,Non-Travel,1,1,5,At Risk
1907,3,23,Yes,1,No,Low Risk,4,Mid Tenure,5,2,1,0,1,3,3,Travel_Rarely,1,3,2,Safe
1908,1,171,No,0,No,Low Risk,4,Mid Tenure,12,2,1,3,2,1,3,Travel_Rarely,2,2,0,Safe
1909,1,78,No,0,No,Low Risk,5,Mid Tenure,14,4,1,4,5,3,4,Travel_Rarely,2,3,0,Safe
1911,8,190,No,0,No,Low Risk,13,Long Tenure,18,7,5,7,9,3,3,Travel_Rarely,3,3,4,At Risk
1912,1,20,No,0,Yes,High Risk,5,Mid Tenure,8,2,1,4,2,2,3,Travel_Rarely,2,3,3,Safe
1915,1,6,No,0,Yes,High Risk,4,Mid Tenure,9,2,0,1,3,3,3,Travel_Rarely,2,2,3,Safe
1916,3,188,No,0,No,Low Risk,2,New Employee,4,2,2,2,8,0,3,Travel_Rarely,1,4,3,Safe
1918,3,63,No,0,No,Low Risk,7,Mid Tenure,8,7,7,7,0,3,3,Travel_Frequently,1,4,3,Safe
1922,5,38,No,0,No,Low Risk,4,Mid Tenure,12,2,0,3,4,3,3,Travel_Frequently,2,3,0,Safe
1924,1,81,No,0,No,Low Risk,10,Long Tenure,10,4,0,9,1,2,3,Travel_Rarely,2,3,0,Safe
1927,1,34,No,0,Yes,High Risk,7,Mid Tenure,7,7,0,7,1,2,3,Travel_Frequently,2,2,3,Safe
1928,7,73,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Frequently,1,4,2,Safe
1929,1,30,No,0,No,Low Risk,3,Mid Tenure,10,2,1,2,6,1,3,Non-Travel,2,1,0,Safe
1931,2,202,No,0,No,Low Risk,5,Mid Tenure,6,3,1,2,1,3,3,Travel_Rarely,1,3,2,Safe
1932,2,127,No,0,Yes,High Risk,15,Long Tenure,16,10,6,11,1,3,3,Travel_Frequently,2,2,4,At Risk
1933,1,10,Yes,1,Yes,High Risk,2,New Employee,6,0,2,2,3,0,3,Travel_Rarely,2,3,3,Safe
1934,2,168,No,0,No,Low Risk,8,Long Tenure,16,7,1,7,8,4,3,Non-Travel,2,3,0,Safe
1935,1,105,No,0,No,Low Risk,0,New Employee,6,0,0,0,4,3,3,Travel_Rarely,2,2,0,Safe
1936,4,135,No,0,No,Low Risk,10,Long Tenure,10,0,7,9,1,3,4,Travel_Rarely,2,3,4,At Risk
1937,2,106,No,0,Yes,High Risk,20,Long Tenure,20,11,0,7,1,3,3,Travel_Frequently,2,2,5,At Risk
1938,6,6,No,0,Yes,High Risk,1,New Employee,29,0,0,0,4,2,3,Travel_Rarely,4,3,3,Safe
1939,2,96,Yes,1,Yes,High Risk,4,Mid Tenure,8,1,0,3,3,2,3,Travel_Frequently,1,4,8,Flight Risk
1940,2,158,No,0,No,Low Risk,5,Mid Tenure,10,2,0,3,2,0,3,Travel_Rarely,1,3,0,Safe
1941,8,60,No,0,No,Low Risk,5,Mid Tenure,28,4,4,3,3,3,3,Travel_Frequently,5,3,1,Safe
1943,1,12,No,0,Yes,High Risk,0,New Employee,14,0,0,0,3,4,3,Travel_Rarely,2,3,3,Safe
1944,10,192,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Frequently,1,2,5,At Risk
1945,1,223,No,0,No,Low Risk,5,Mid Tenure,6,3,0,4,0,2,3,Travel_Rarely,2,3,0,Safe
1947,2,42,No,0,No,Low Risk,5,Mid Tenure,5,3,1,4,1,3,3,Non-Travel,1,3,2,Safe
1948,2,152,No,0,Yes,High Risk,4,Mid Tenure,4,2,2,3,1,3,3,Non-Travel,1,3,5,At Risk
1949,3,125,No,0,No,Low Risk,5,Mid Tenure,5,4,0,2,1,3,4,Non-Travel,1,4,5,At Risk
1950,1,224,No,0,No,Low Risk,14,Long Tenure,14,8,2,1,1,3,4,Travel_Rarely,3,3,3,Safe
1951,1,71,No,0,No,Low Risk,8,Long Tenure,9,7,1,1,1,2,3,Travel_Rarely,3,3,0,Safe
1952,3,149,No,0,No,Low Risk,7,Mid Tenure,8,7,7,6,0,6,3,Travel_Rarely,1,3,3,Safe
1954,5,225,No,0,No,Low Risk,5,Mid Tenure,6,3,0,2,0,5,3,Travel_Rarely,2,3,3,Safe
1955,5,127,No,0,No,Low Risk,5,Mid Tenure,9,1,1,2,5,6,3,Non-Travel,2,3,0,Safe
1956,2,121,No,0,No,Low Risk,10,Long Tenure,10,8,8,7,1,6,4,Travel_Frequently,2,1,1,Safe
1960,3,92,Yes,1,No,Low Risk,4,Mid Tenure,6,1,0,3,5,2,3,Travel_Rarely,1,2,2,Safe
1961,7,225,No,0,No,Low Risk,1,New Employee,20,0,0,0,4,3,3,Travel_Rarely,1,2,5,At Risk
1962,1,20,No,0,Yes,High Risk,10,Long Tenure,10,8,0,9,1,2,3,Travel_Rarely,2,3,3,Safe
1965,1,31,No,0,No,Low Risk,7,Mid Tenure,7,7,0,7,1,5,3,Travel_Rarely,2,3,0,Safe
1966,4,62,No,0,No,Low Risk,1,New Employee,8,0,0,0,8,1,4,Travel_Rarely,2,2,0,Safe
1967,1,17,Yes,1,Yes,High Risk,10,Long Tenure,10,7,0,8,1,4,3,Travel_Frequently,2,3,3,Safe
1968,1,226,Yes,1,Yes,High Risk,2,New Employee,15,2,2,2,6,2,3,Travel_Rarely,3,3,6,At Risk
1969,2,36,No,0,No,Low Risk,4,Mid Tenure,9,3,2,3,3,6,3,Travel_Rarely,2,3,2,Safe
1970,5,4,No,0,No,Low Risk,9,Long Tenure,9,7,2,8,1,2,4,Travel_Frequently,2,3,0,Safe
1971,5,122,No,0,No,Low Risk,10,Long Tenure,10,9,0,9,1,1,3,Travel_Rarely,3,3,3,Safe
1972,10,133,No,0,Yes,High Risk,6,Mid Tenure,7,2,1,2,0,2,3,Travel_Frequently,1,3,5,At Risk
1973,11,88,No,0,Yes,High Risk,10,Long Tenure,35,9,1,4,4,0,3,Travel_Rarely,5,4,6,At Risk
1974,3,18,No,0,Yes,High Risk,1,New Employee,1,0,0,0,1,4,3,Travel_Rarely,1,1,5,At Risk
1975,1,227,No,0,No,Low Risk,20,Long Tenure,21,8,11,10,0,3,3,Travel_Rarely,4,3,4,At Risk
1976,2,10,No,0,No,Low Risk,20,Long Tenure,20,9,3,7,1,2,3,Non-Travel,2,2,0,Safe
1979,8,144,No,0,No,Low Risk,11,Long Tenure,13,7,4,8,4,2,4,Non-Travel,3,3,1,Safe
1980,4,73,No,0,Yes,High Risk,5,Mid Tenure,9,2,1,4,6,3,3,Travel_Rarely,2,3,3,Safe
1981,5,81,No,0,No,Low Risk,4,Mid Tenure,4,3,1,2,1,2,3,Travel_Rarely,2,2,1,Safe
1982,3,27,No,0,No,Low Risk,5,Mid Tenure,5,2,1,4,1,6,3,Travel_Rarely,1,3,3,Safe
1985,3,129,No,0,No,Low Risk,10,Long Tenure,10,9,9,4,1,2,3,Travel_Frequently,2,3,1,Safe
1986,1,51,No,0,No,Low Risk,11,Long Tenure,15,8,5,10,3,4,3,Travel_Rarely,2,3,1,Safe
1987,10,78,No,0,No,Low Risk,2,New Employee,6,0,1,2,4,3,3,Travel_Rarely,1,3,3,Safe
1989,3,100,No,0,No,Low Risk,12,Long Tenure,12,8,1,7,1,6,3,Travel_Rarely,1,3,0,Safe
1992,3,71,No,0,Yes,High Risk,2,New Employee,7,2,0,2,6,2,3,Travel_Rarely,1,3,4,At Risk
1993,5,122,No,0,No,Low Risk,17,Long Tenure,25,14,12,11,2,3,4,Travel_Rarely,3,3,4,At Risk
1994,3,195,No,0,No,Low Risk,1,New Employee,1,1,0,0,1,2,3,Non-Travel,1,2,2,Safe
1995,1,141,No,0,No,Low Risk,15,Long Tenure,16,13,5,8,0,3,3,Travel_Rarely,2,3,1,Safe
1996,7,30,No,0,No,Low Risk,2,New Employee,3,2,1,2,0,1,3,Travel_Rarely,1,3,2,Safe
1997,4,41,No,0,No,Low Risk,8,Long Tenure,10,3,7,7,2,1,3,Travel_Frequently,2,2,1,Safe
1998,2,147,No,0,Yes,High Risk,4,Mid Tenure,9,3,1,2,6,3,3,Travel_Rarely,2,3,3,Safe
1999,2,31,No,0,No,Low Risk,5,Mid Tenure,12,3,1,0,3,3,4,Travel_Rarely,1,3,2,Safe
2000,8,131,No,0,No,Low Risk,13,Long Tenure,14,8,5,12,0,3,3,Non-Travel,3,3,4,At Risk
2003,3,4,No,0,Yes,High Risk,2,New Employee,5,2,2,2,7,3,3,Travel_Rarely,1,3,5,At Risk
2007,2,110,No,0,No,Low Risk,3,Mid Tenure,4,2,1,2,0,2,3,Travel_Rarely,1,3,3,Safe
2008,2,146,No,0,No,Low Risk,10,Long Tenure,10,7,0,8,1,5,3,Travel_Rarely,2,3,0,Safe
2009,5,114,No,0,Yes,High Risk,9,Long Tenure,10,7,8,1,0,6,3,Travel_Rarely,2,3,4,At Risk
2010,3,78,No,0,No,Low Risk,6,Mid Tenure,6,2,4,1,1,3,3,Travel_Rarely,1,2,3,Safe
2012,3,138,No,0,No,Low Risk,1,New Employee,8,0,0,0,8,3,3,Travel_Rarely,1,3,2,Safe
2013,7,54,No,0,No,Low Risk,2,New Employee,3,2,2,2,0,2,3,Travel_Rarely,1,2,5,At Risk
2014,2,79,No,0,No,Low Risk,7,Mid Tenure,18,7,1,7,7,2,3,Travel_Rarely,2,3,3,Safe
2015,8,59,No,0,No,Low Risk,18,Long Tenure,20,16,1,11,3,3,3,Travel_Rarely,3,1,3,Safe
2016,1,34,No,0,No,Low Risk,14,Long Tenure,14,10,5,7,1,3,3,Travel_Rarely,3,3,1,Safe
2017,8,63,No,0,Yes,High Risk,16,Long Tenure,16,11,6,8,1,2,4,Travel_Rarely,3,4,4,At Risk
2018,1,188,No,0,Yes,High Risk,5,Mid Tenure,6,3,0,4,0,3,4,Travel_Rarely,2,3,7,Flight Risk
2019,7,145,No,0,No,Low Risk,9,Long Tenure,16,8,0,0,2,3,3,Non-Travel,1,3,2,Safe
2020,2,12,No,0,Yes,High Risk,4,Mid Tenure,6,3,1,2,6,2,3,Travel_Rarely,1,3,5,At Risk
2021,7,73,No,0,Yes,High Risk,2,New Employee,2,2,1,2,1,6,3,Travel_Rarely,1,3,6,At Risk
2022,9,6,No,0,No,Low Risk,6,Mid Tenure,21,0,1,3,2,3,3,Non-Travel,5,3,0,Safe
2023,7,228,Yes,1,No,Low Risk,1,New Employee,1,0,1,0,1,3,3,Travel_Frequently,1,3,6,At Risk
2024,1,17,No,0,No,Low Risk,9,Long Tenure,10,7,3,4,0,2,3,Travel_Rarely,3,2,0,Safe
2025,4,133,No,0,No,Low Risk,4,Mid Tenure,18,2,0,2,7,3,3,Travel_Frequently,2,3,0,Safe
2026,5,191,No,0,No,Low Risk,13,Long Tenure,13,12,1,9,1,2,4,Non-Travel,2,3,0,Safe
2027,2,229,Yes,1,Yes,High Risk,2,New Employee,4,2,2,2,9,3,3,Travel_Rarely,1,3,3,Safe
2031,9,69,No,0,No,Low Risk,22,Long Tenure,24,6,4,14,5,2,3,Travel_Rarely,5,3,4,At Risk
2032,3,120,Yes,1,No,Low Risk,10,Long Tenure,14,9,9,8,8,4,3,Travel_Rarely,1,3,3,Safe
2034,4,9,No,0,No,Low Risk,20,Long Tenure,21,7,0,10,0,3,4,Travel_Rarely,4,2,3,Safe
2035,1,10,No,0,No,Low Risk,8,Long Tenure,8,7,1,7,1,2,4,Travel_Rarely,2,2,0,Safe
2036,1,61,No,0,No,Low Risk,15,Long Tenure,15,12,11,11,1,4,4,Non-Travel,2,1,1,Safe
2037,1,78,No,0,No,Low Risk,5,Mid Tenure,14,4,0,4,2,5,3,Travel_Rarely,2,2,0,Safe
2038,2,35,No,0,No,Low Risk,4,Mid Tenure,4,2,1,2,1,4,3,Travel_Rarely,1,3,2,Safe
2040,10,34,No,0,Yes,High Risk,9,Long Tenure,9,0,1,7,1,2,3,Travel_Rarely,3,3,3,Safe
2041,1,17,No,0,No,Low Risk,10,Long Tenure,10,7,1,9,1,1,3,Travel_Rarely,2,3,0,Safe
2044,1,37,Yes,1,No,Low Risk,6,Mid Tenure,12,3,0,1,7,3,3,Travel_Frequently,2,3,0,Safe
2045,1,28,No,0,No,Low Risk,6,Mid Tenure,8,3,0,0,4,2,3,Travel_Rarely,2,2,0,Safe
2046,1,4,No,0,No,Low Risk,5,Mid Tenure,8,3,0,1,8,3,3,Travel_Rarely,2,3,0,Safe
2048,2,76,No,0,No,Low Risk,2,New Employee,8,2,2,2,2,2,3,Travel_Rarely,1,2,2,Safe
2049,5,169,No,0,Yes,High Risk,10,Long Tenure,10,2,0,2,1,2,3,Travel_Frequently,2,3,3,Safe
2051,2,13,No,0,No,Low Risk,5,Mid Tenure,20,3,0,2,2,2,3,Travel_Rarely,1,3,2,Safe
2052,2,20,No,0,No,Low Risk,4,Mid Tenure,4,3,1,1,1,5,3,Travel_Rarely,1,1,2,Safe
2053,3,141,No,0,Yes,High Risk,4,Mid Tenure,10,3,0,3,4,2,3,Travel_Rarely,2,2,3,Safe
2054,2,215,No,0,No,Low Risk,5,Mid Tenure,5,4,0,4,1,3,3,Travel_Rarely,1,2,0,Safe
2055,1,121,Yes,1,Yes,High Risk,3,Mid Tenure,20,2,2,0,4,3,3,Travel_Rarely,3,2,3,Safe
2056,1,28,No,0,No,Low Risk,20,Long Tenure,21,9,9,6,0,2,3,Travel_Rarely,4,2,1,Safe
2057,4,22,No,0,No,Low Risk,9,Long Tenure,10,4,1,7,0,2,3,Non-Travel,2,3,3,Safe
2060,7,10,No,0,No,Low Risk,4,Mid Tenure,5,2,0,0,0,2,3,Travel_Rarely,1,2,2,Safe
2061,3,34,No,0,No,Low Risk,5,Mid Tenure,17,2,0,3,4,3,3,Travel_Frequently,2,4,2,Safe
2062,5,185,No,0,No,Low Risk,7,Mid Tenure,9,7,1,7,4,5,3,Travel_Rarely,3,2,3,Safe
2064,4,54,No,0,Yes,High Risk,6,Mid Tenure,6,2,0,3,1,0,4,Travel_Rarely,2,4,6,At Risk
2065,1,107,No,0,No,Low Risk,9,Long Tenure,17,6,0,8,2,3,3,Travel_Frequently,2,2,0,Safe
2068,3,178,No,0,No,Low Risk,4,Mid Tenure,6,3,1,2,2,3,3,Travel_Rarely,2,4,3,Safe
